Accident_ID,Date,Time,Time_Period,Location,Latitude,Longitude,Weather,Road_Condition,Road_Type,Light_Condition,Severity,Vehicles_Involved,Casualties
A01521,2025-04-12,04:00,Night,Industrial Area,19.136976,72.979865,Clear,Wet,Intersection,Dark,Minor,2,0
A01522,2025-04-13,10:40,Morning,Main Highway,18.933451,72.835673,Cloudy,Dry,Highway,Daylight,Severe,3,3
A01523,2025-04-13,07:10,Morning,Main Highway,19.221812,73.002422,Cloudy,Dry,Urban Road,Daylight,Moderate,5,2
A01524,2025-04-14,22:40,Night,Residential Area,19.077646,72.875856,Clear,Dry,Expressway,Dark,Fatal,4,2
A01525,2025-04-14,22:40,Night,College Road,19.206041,73.026668,Clear,Poor,Urban Road,Dark,Moderate,4,2
A01526,2025-04-15,11:50,Morning,Residential Area,18.905048,72.797841,Clear,Dry,Intersection,Daylight,Moderate,4,1
A01527,2025-04-15,06:00,Morning,Market Road,18.911496,72.876692,Rainy,Wet,Urban Road,Daylight,Moderate,4,0
A01528,2025-04-16,14:00,Afternoon,Expressway,18.968313,72.912376,Cloudy,Wet,Intersection,Daylight,Moderate,3,1
A01529,2025-04-16,23:00,Night,College Road,18.984367,72.898346,Rainy,Slippery,Expressway,Dark,Moderate,3,0
A01530,2025-04-17,16:50,Afternoon,Main Highway,19.205582,72.901583,Stormy,Slippery,Intersection,Daylight,Severe,2,2
A01531,2025-04-18,03:30,Night,Expressway,19.182678,72.905681,Cloudy,Dry,Intersection,Dark,Moderate,3,0
A01532,2025-04-18,21:40,Night,Main Highway,19.146435,73.096081,Clear,Dry,Intersection,Dark,Severe,2,2
A01533,2025-04-19,12:50,Afternoon,Junction Road,19.253944,72.817605,Clear,Poor,Expressway,Daylight,Severe,4,1
A01534,2025-04-19,17:20,Evening,City Center,18.99886,73.019032,Clear,Dry,Urban Road,Daylight,Fatal,2,2
A01535,2025-04-20,00:10,Night,Main Highway,19.261762,72.943126,Foggy,Dry,Highway,Dark,Moderate,2,0
A01536,2025-04-20,15:30,Afternoon,Ring Road,19.263788,72.89477,Cloudy,Dry,Residential Road,Daylight,Moderate,1,0
A01537,2025-04-21,12:20,Afternoon,Industrial Area,19.073704,72.971735,Clear,Dry,Intersection,Daylight,Minor,3,1
A01538,2025-04-21,09:40,Morning,College Road,18.937754,73.048736,Clear,Dry,Residential Road,Daylight,Moderate,2,0
A01539,2025-04-22,11:00,Morning,Residential Area,19.190624,72.913323,Cloudy,Wet,Intersection,Daylight,Minor,2,1
A01540,2025-04-23,01:40,Night,College Road,19.034771,73.05268,Cloudy,Dry,Expressway,Dark,Minor,2,1
A01541,2025-04-23,22:50,Night,College Road,19.217972,72.782829,Clear,Dry,Highway,Dark,Minor,2,0
A01542,2025-04-24,02:10,Night,Main Highway,18.965476,72.978579,Stormy,Slippery,Highway,Dark,Severe,2,1
A01543,2025-04-24,09:50,Morning,Main Highway,19.115806,72.866613,Cloudy,Dry,Urban Road,Daylight,Severe,2,0
A01544,2025-04-25,01:30,Night,Expressway,19.103229,72.88535,Clear,Dry,Highway,Dark,Moderate,2,0
A01545,2025-04-25,22:30,Night,Market Road,18.940126,72.949857,Foggy,Wet,Residential Road,Dark,Moderate,2,1
A01546,2025-04-26,12:10,Afternoon,Bridge Road,19.045333,72.917971,Clear,Poor,Intersection,Daylight,Moderate,2,1
A01547,2025-04-26,12:20,Afternoon,City Center,18.933902,72.883623,Foggy,Wet,Expressway,Daylight,Moderate,2,2
A01548,2025-04-27,17:20,Evening,College Road,19.085896,72.857913,Stormy,Wet,Urban Road,Daylight,Minor,4,0
A01549,2025-04-27,02:30,Night,Market Road,19.237162,72.96641,Rainy,Wet,Highway,Dark,Minor,2,0
A01550,2025-04-28,06:30,Morning,College Road,19.008082,72.926953,Rainy,Wet,Urban Road,Daylight,Minor,2,0
A01551,2025-04-29,13:00,Afternoon,Ring Road,19.205945,72.863158,Clear,Dry,Urban Road,Daylight,Moderate,2,0
A01552,2025-04-29,19:20,Evening,Junction Road,18.973371,72.821736,Foggy,Dry,Urban Road,Dusk,Moderate,2,0
A01553,2025-04-30,16:10,Afternoon,Expressway,19.169494,73.021064,Cloudy,Dry,Highway,Daylight,Moderate,1,2
A01554,2025-04-30,20:20,Evening,Main Highway,19.266215,73.0299,Rainy,Dry,Urban Road,Dusk,Fatal,1,0
A01555,2025-05-01,11:00,Morning,Market Road,19.029571,72.824826,Foggy,Wet,Urban Road,Daylight,Minor,3,0
A01556,2025-05-01,15:50,Afternoon,Expressway,19.260165,72.841577,Stormy,Wet,Intersection,Daylight,Minor,3,0
A01557,2025-05-02,23:30,Night,Airport Road,19.102168,72.8337,Rainy,Wet,Highway,Dark,Minor,2,0
A01558,2025-05-02,11:30,Morning,Ring Road,19.026722,73.059599,Clear,Dry,Highway,Daylight,Minor,3,1
A01559,2025-05-03,14:00,Afternoon,Residential Area,19.258603,73.020946,Stormy,Slippery,Highway,Daylight,Minor,1,0
A01560,2025-05-03,09:10,Morning,Market Road,18.912815,72.776101,Cloudy,Dry,Urban Road,Daylight,Minor,4,0
A01561,2025-05-04,06:30,Morning,Station Road,18.911208,73.041433,Foggy,Wet,Residential Road,Daylight,Moderate,1,2
A01562,2025-05-05,19:40,Evening,Junction Road,19.139932,72.762898,Rainy,Slippery,Expressway,Dusk,Minor,3,1
A01563,2025-05-05,04:30,Night,Residential Area,19.2187,72.83862,Clear,Dry,Urban Road,Dark,Moderate,2,0
A01564,2025-05-06,00:40,Night,Airport Road,19.200619,73.071647,Clear,Dry,Residential Road,Dark,Moderate,4,2
A01565,2025-05-06,16:00,Afternoon,City Center,18.931788,73.052516,Cloudy,Dry,Urban Road,Daylight,Minor,2,0
A01566,2025-05-07,02:00,Night,Industrial Area,19.2801,73.023502,Rainy,Wet,Residential Road,Dark,Moderate,1,0
A01567,2025-05-07,12:30,Afternoon,Main Highway,19.181225,72.910142,Clear,Dry,Highway,Daylight,Minor,3,0
A01568,2025-05-08,13:20,Afternoon,Industrial Area,19.279645,72.862495,Cloudy,Dry,Urban Road,Daylight,Severe,1,1
A01569,2025-05-08,23:40,Night,Main Highway,19.031639,73.058541,Clear,Dry,Expressway,Dark,Severe,3,0
A01570,2025-05-09,17:10,Evening,Industrial Area,19.177576,72.979976,Rainy,Slippery,Expressway,Daylight,Minor,3,2
A01571,2025-05-10,03:30,Night,City Center,19.243975,72.853428,Cloudy,Dry,Residential Road,Dark,Severe,2,1
A01572,2025-05-10,17:10,Evening,Airport Road,19.052186,72.912119,Clear,Dry,Highway,Daylight,Severe,2,3
A01573,2025-05-11,04:30,Night,Airport Road,19.285944,73.058525,Clear,Dry,Highway,Dark,Severe,1,3
A01574,2025-05-11,15:20,Afternoon,Station Road,19.005997,73.066209,Clear,Dry,Intersection,Daylight,Moderate,3,0
A01575,2025-05-12,00:20,Night,Ring Road,19.026245,72.980756,Cloudy,Dry,Highway,Dark,Minor,2,1
A01576,2025-05-12,20:20,Evening,Station Road,19.268131,73.006395,Clear,Poor,Highway,Dusk,Severe,2,1
A01577,2025-05-13,13:50,Afternoon,Main Highway,19.287864,72.763754,Clear,Dry,Highway,Daylight,Minor,5,3
A01578,2025-05-13,14:20,Afternoon,Market Road,19.014078,72.96161,Foggy,Poor,Urban Road,Daylight,Minor,2,1
A01579,2025-05-14,08:00,Morning,Airport Road,18.954556,72.991147,Foggy,Poor,Highway,Daylight,Minor,5,4
A01580,2025-05-14,14:00,Afternoon,Main Highway,19.203622,72.757132,Cloudy,Dry,Urban Road,Daylight,Minor,3,2
A01581,2025-05-15,16:50,Afternoon,Station Road,19.271866,73.045351,Stormy,Wet,Urban Road,Daylight,Moderate,2,0
A01582,2025-05-16,23:40,Night,Airport Road,19.140285,73.0749,Clear,Dry,Intersection,Dark,Moderate,2,0
A01583,2025-05-16,03:10,Night,Main Highway,19.153808,72.833278,Cloudy,Dry,Highway,Dark,Severe,3,4
A01584,2025-05-17,11:30,Morning,Bridge Road,19.205177,73.046029,Cloudy,Poor,Urban Road,Daylight,Minor,2,0
A01585,2025-05-17,04:30,Night,City Center,18.961234,72.982929,Cloudy,Dry,Residential Road,Dark,Fatal,1,1
A01586,2025-05-18,04:50,Night,Airport Road,19.289388,72.953244,Clear,Wet,Residential Road,Dark,Severe,2,2
A01587,2025-05-18,10:00,Morning,Bridge Road,19.045732,73.045094,Cloudy,Dry,Urban Road,Daylight,Minor,3,0
A01588,2025-05-19,05:30,Morning,Station Road,19.151296,72.849964,Clear,Wet,Expressway,Dark,Minor,3,1
A01589,2025-05-19,06:00,Morning,Residential Area,19.087446,73.0268,Rainy,Dry,Highway,Daylight,Severe,2,2
A01590,2025-05-20,23:40,Night,Main Highway,19.087272,72.860082,Clear,Dry,Expressway,Dark,Moderate,2,1
A01591,2025-05-20,13:10,Afternoon,Bridge Road,19.181098,73.02561,Clear,Dry,Urban Road,Daylight,Severe,4,2
A01592,2025-05-21,23:40,Night,City Center,19.297865,72.907869,Clear,Dry,Highway,Dark,Moderate,5,2
A01593,2025-05-22,10:50,Morning,Industrial Area,19.163624,72.790931,Clear,Wet,Intersection,Daylight,Moderate,1,0
A01594,2025-05-22,12:20,Afternoon,Industrial Area,19.217624,72.883532,Cloudy,Poor,Residential Road,Daylight,Minor,1,1
A01595,2025-05-23,01:20,Night,College Road,18.911046,72.831723,Clear,Dry,Highway,Dark,Moderate,4,3
A01596,2025-05-23,06:20,Morning,City Center,19.224171,72.785186,Rainy,Wet,Highway,Daylight,Minor,3,0
A01597,2025-05-24,19:40,Evening,College Road,19.01999,72.7886,Clear,Dry,Highway,Dusk,Moderate,3,0
A01598,2025-05-24,03:30,Night,College Road,18.950681,73.023025,Clear,Wet,Residential Road,Dark,Severe,4,1
A01599,2025-05-25,07:10,Morning,College Road,18.945334,73.058489,Rainy,Wet,Highway,Daylight,Moderate,3,1
A01600,2025-05-25,19:20,Evening,Market Road,19.17195,73.074495,Clear,Wet,Highway,Dusk,Fatal,2,1
A01601,2025-05-26,21:50,Night,Airport Road,19.299047,73.048881,Cloudy,Dry,Highway,Dark,Moderate,3,0
A01602,2025-05-26,20:50,Evening,Junction Road,19.166478,73.040578,Rainy,Wet,Residential Road,Dusk,Moderate,3,3
A01603,2025-05-27,18:20,Evening,Airport Road,19.004939,72.774093,Clear,Dry,Expressway,Dusk,Moderate,5,1
A01604,2025-05-28,12:20,Afternoon,Industrial Area,18.981322,73.026543,Clear,Dry,Expressway,Daylight,Fatal,2,1
A01605,2025-05-28,13:10,Afternoon,Main Highway,19.110383,73.024149,Clear,Dry,Highway,Daylight,Moderate,3,0
A01606,2025-05-29,09:20,Morning,Ring Road,18.926016,72.795952,Clear,Dry,Intersection,Daylight,Minor,3,2
A01607,2025-05-29,10:10,Morning,City Center,19.059732,72.981703,Clear,Dry,Residential Road,Daylight,Fatal,2,3
A01608,2025-05-30,01:50,Night,Ring Road,19.166494,72.908378,Clear,Dry,Intersection,Dark,Moderate,2,1
A01609,2025-05-30,08:20,Morning,Station Road,19.287065,73.065005,Clear,Dry,Urban Road,Daylight,Minor,4,1
A01610,2025-05-31,16:40,Afternoon,Main Highway,19.070261,72.993393,Cloudy,Dry,Urban Road,Daylight,Moderate,2,1
A01611,2025-05-31,02:40,Night,Expressway,18.98009,73.082846,Rainy,Dry,Expressway,Dark,Severe,3,1
A01612,2025-06-01,23:50,Night,College Road,19.226945,72.786723,Cloudy,Dry,Highway,Dark,Moderate,4,2
A01613,2025-06-02,05:10,Morning,Bridge Road,19.19768,72.764213,Clear,Poor,Urban Road,Dark,Minor,2,1
A01614,2025-06-02,04:40,Night,Market Road,19.243882,73.090753,Clear,Dry,Expressway,Dark,Severe,5,3
A01615,2025-06-03,04:10,Night,Bridge Road,18.985887,72.778067,Foggy,Dry,Expressway,Dark,Severe,3,1
A01616,2025-06-03,21:40,Night,Bridge Road,19.061933,72.885169,Cloudy,Dry,Intersection,Dark,Moderate,2,1
A01617,2025-06-04,14:40,Afternoon,Ring Road,19.292622,72.97749,Rainy,Slippery,Residential Road,Daylight,Minor,2,0
A01618,2025-06-04,22:10,Night,Residential Area,18.963217,73.05802,Clear,Dry,Highway,Dark,Minor,5,4
A01619,2025-06-05,16:30,Afternoon,Expressway,19.16858,72.839102,Cloudy,Dry,Highway,Daylight,Moderate,2,1
A01620,2025-06-05,08:40,Morning,Market Road,18.994874,72.76017,Cloudy,Dry,Urban Road,Daylight,Severe,2,2
A01621,2025-06-06,02:20,Night,Station Road,19.100064,72.93245,Clear,Dry,Urban Road,Dark,Minor,2,0
A01622,2025-06-06,19:50,Evening,Junction Road,19.220204,72.914889,Cloudy,Dry,Highway,Dusk,Minor,2,0
A01623,2025-06-07,16:30,Afternoon,Market Road,19.095434,72.857413,Cloudy,Dry,Highway,Daylight,Minor,2,1
A01624,2025-06-08,09:10,Morning,College Road,19.222193,73.055865,Clear,Dry,Residential Road,Daylight,Moderate,5,1
A01625,2025-06-08,02:30,Night,College Road,19.070534,73.012263,Clear,Dry,Expressway,Dark,Minor,4,1
A01626,2025-06-09,17:00,Evening,College Road,19.299741,73.050341,Rainy,Wet,Intersection,Daylight,Minor,2,1
A01627,2025-06-09,17:00,Evening,Junction Road,19.074331,72.806633,Foggy,Dry,Expressway,Daylight,Minor,2,2
A01628,2025-06-10,16:40,Afternoon,Main Highway,18.959752,72.992344,Clear,Dry,Expressway,Daylight,Moderate,3,2
A01629,2025-06-10,23:40,Night,Expressway,19.060748,73.091286,Clear,Wet,Residential Road,Dark,Minor,1,0
A01630,2025-06-11,02:20,Night,Residential Area,19.197037,72.96417,Clear,Wet,Intersection,Dark,Minor,3,1
A01631,2025-06-11,02:50,Night,Junction Road,19.239175,72.809978,Rainy,Wet,Residential Road,Dark,Severe,4,2
A01632,2025-06-12,05:30,Morning,Expressway,19.084041,73.098523,Clear,Dry,Intersection,Dark,Minor,4,3
A01633,2025-06-12,12:00,Afternoon,Main Highway,19.137791,72.934913,Stormy,Wet,Intersection,Daylight,Minor,2,1
A01634,2025-06-13,23:40,Night,College Road,19.237956,73.044021,Clear,Dry,Intersection,Dark,Severe,2,3
A01635,2025-06-14,14:50,Afternoon,Station Road,19.225418,72.802277,Clear,Dry,Urban Road,Daylight,Moderate,1,0
A01636,2025-06-14,08:30,Morning,College Road,19.16309,72.983134,Cloudy,Dry,Highway,Daylight,Moderate,2,0
A01637,2025-06-15,03:40,Night,Main Highway,19.226011,73.069416,Rainy,Wet,Highway,Dark,Minor,2,1
A01638,2025-06-15,13:40,Afternoon,Market Road,19.130364,72.936206,Cloudy,Dry,Highway,Daylight,Severe,4,2
A01639,2025-06-16,04:00,Night,Bridge Road,18.901859,72.851031,Clear,Dry,Highway,Dark,Moderate,4,1
A01640,2025-06-16,01:00,Night,Market Road,18.916507,72.794598,Stormy,Slippery,Highway,Dark,Severe,5,1
A01641,2025-06-17,10:40,Morning,College Road,19.291923,72.853581,Clear,Dry,Urban Road,Daylight,Minor,4,2
A01642,2025-06-17,08:10,Morning,Industrial Area,18.957997,72.874209,Foggy,Wet,Urban Road,Daylight,Moderate,1,0
A01643,2025-06-18,23:40,Night,Junction Road,19.061807,72.998484,Clear,Dry,Residential Road,Dark,Severe,3,0
A01644,2025-06-18,02:50,Night,Market Road,19.273525,72.812517,Rainy,Wet,Highway,Dark,Fatal,1,0
A01645,2025-06-19,08:40,Morning,Airport Road,18.978016,72.787137,Cloudy,Dry,Residential Road,Daylight,Minor,2,2
A01646,2025-06-20,02:20,Night,Junction Road,19.237517,72.885429,Clear,Dry,Residential Road,Dark,Severe,2,2
A01647,2025-06-20,01:20,Night,Bridge Road,19.227307,72.910529,Foggy,Dry,Residential Road,Dark,Minor,3,0
A01648,2025-06-21,11:20,Morning,Airport Road,19.294532,72.969935,Clear,Wet,Intersection,Daylight,Moderate,3,2
A01649,2025-06-21,09:10,Morning,Bridge Road,19.012673,72.997636,Clear,Dry,Highway,Daylight,Minor,1,0
A01650,2025-06-22,08:10,Morning,Residential Area,19.02613,73.061247,Cloudy,Poor,Highway,Daylight,Moderate,2,0
A01651,2025-06-22,14:40,Afternoon,Junction Road,19.261151,72.851134,Clear,Dry,Urban Road,Daylight,Minor,2,0
A01652,2025-06-23,07:20,Morning,Airport Road,18.993632,72.935013,Cloudy,Dry,Highway,Daylight,Minor,1,1
A01653,2025-06-23,04:10,Night,Market Road,19.11916,72.878114,Clear,Dry,Residential Road,Dark,Minor,2,1
A01654,2025-06-24,10:00,Morning,Bridge Road,19.182938,72.750498,Clear,Dry,Urban Road,Daylight,Minor,3,0
A01655,2025-06-25,01:40,Night,Residential Area,19.008754,72.952801,Clear,Dry,Urban Road,Dark,Severe,4,0
A01656,2025-06-25,23:50,Night,Ring Road,19.275365,73.035529,Clear,Dry,Highway,Dark,Fatal,2,2
A01657,2025-06-26,14:30,Afternoon,Industrial Area,19.166279,72.762754,Cloudy,Dry,Urban Road,Daylight,Severe,3,3
A01658,2025-06-26,05:40,Morning,Expressway,18.918856,72.751222,Rainy,Dry,Residential Road,Dark,Minor,2,0
A01659,2025-06-27,07:30,Morning,City Center,18.954295,73.004736,Foggy,Dry,Residential Road,Daylight,Minor,5,2
A01660,2025-06-27,04:20,Night,Residential Area,18.976313,72.989351,Rainy,Wet,Highway,Dark,Moderate,2,3
A01661,2025-06-28,15:30,Afternoon,Market Road,18.997983,72.892048,Clear,Dry,Highway,Daylight,Fatal,4,1
A01662,2025-06-28,17:20,Evening,Junction Road,19.192271,72.981562,Clear,Dry,Highway,Daylight,Moderate,4,0
A01663,2025-06-29,05:00,Morning,Market Road,18.935574,73.083685,Clear,Wet,Highway,Dark,Severe,4,4
A01664,2025-06-29,04:30,Night,Industrial Area,19.040238,72.836752,Clear,Wet,Intersection,Dark,Fatal,1,2
A01665,2025-06-30,15:40,Afternoon,Junction Road,19.264553,72.836074,Cloudy,Wet,Highway,Daylight,Severe,3,0
A01666,2025-07-01,12:20,Afternoon,Industrial Area,19.122667,72.815181,Clear,Dry,Expressway,Daylight,Minor,2,0
A01667,2025-07-01,04:40,Night,Residential Area,19.006199,73.003395,Clear,Dry,Intersection,Dark,Minor,1,1
A01668,2025-07-02,12:10,Afternoon,College Road,19.282823,72.873616,Foggy,Dry,Highway,Daylight,Moderate,1,1
A01669,2025-07-02,16:20,Afternoon,Industrial Area,18.997726,73.096043,Cloudy,Poor,Urban Road,Daylight,Moderate,4,1
A01670,2025-07-03,17:30,Evening,Expressway,19.26204,73.000127,Clear,Dry,Intersection,Daylight,Minor,4,1
A01671,2025-07-03,07:20,Morning,College Road,19.190308,72.878582,Clear,Dry,Expressway,Daylight,Minor,2,1
A01672,2025-07-04,12:40,Afternoon,Ring Road,19.196208,72.802215,Clear,Dry,Urban Road,Daylight,Moderate,2,0
A01673,2025-07-04,18:00,Evening,Market Road,19.205976,72.957209,Rainy,Slippery,Expressway,Dusk,Moderate,5,1
A01674,2025-07-05,02:20,Night,Residential Area,19.102628,72.853216,Clear,Dry,Expressway,Dark,Minor,2,1
A01675,2025-07-05,23:30,Night,Industrial Area,19.225831,73.066928,Clear,Dry,Urban Road,Dark,Moderate,2,0
A01676,2025-07-06,07:10,Morning,Ring Road,19.234477,72.904492,Clear,Poor,Intersection,Daylight,Moderate,2,0
A01677,2025-07-07,01:50,Night,Residential Area,19.044195,72.852427,Cloudy,Poor,Urban Road,Dark,Moderate,3,1
A01678,2025-07-07,07:00,Morning,Bridge Road,19.060138,72.955993,Clear,Dry,Urban Road,Daylight,Minor,2,0
A01679,2025-07-08,12:10,Afternoon,City Center,19.255503,72.797941,Rainy,Wet,Intersection,Daylight,Moderate,3,1
A01680,2025-07-08,12:20,Afternoon,Bridge Road,19.109892,72.946542,Rainy,Slippery,Expressway,Daylight,Moderate,2,0
A01681,2025-07-09,00:40,Night,Main Highway,19.246777,72.769639,Rainy,Dry,Urban Road,Dark,Minor,2,1
A01682,2025-07-09,05:40,Morning,College Road,19.150708,72.962411,Clear,Dry,Highway,Dark,Severe,2,4
A01683,2025-07-10,23:30,Night,Expressway,19.137427,72.935557,Rainy,Wet,Residential Road,Dark,Minor,1,0
A01684,2025-07-10,18:40,Evening,Main Highway,18.912392,72.932268,Cloudy,Dry,Residential Road,Dusk,Minor,2,0
A01685,2025-07-11,15:00,Afternoon,Station Road,19.011158,72.989458,Clear,Wet,Residential Road,Daylight,Moderate,2,0
A01686,2025-07-11,07:40,Morning,Ring Road,19.100823,72.76556,Cloudy,Dry,Intersection,Daylight,Minor,3,1
A01687,2025-07-12,00:30,Night,College Road,19.134927,72.910906,Clear,Dry,Intersection,Dark,Minor,2,0
A01688,2025-07-13,15:50,Afternoon,Ring Road,19.152174,72.905414,Clear,Dry,Urban Road,Daylight,Severe,3,5
A01689,2025-07-13,08:20,Morning,Bridge Road,19.186489,72.910924,Rainy,Dry,Highway,Daylight,Minor,5,1
A01690,2025-07-14,12:20,Afternoon,Airport Road,19.162493,73.092962,Clear,Dry,Urban Road,Daylight,Fatal,4,5
A01691,2025-07-14,10:40,Morning,College Road,19.239431,72.798747,Cloudy,Dry,Residential Road,Daylight,Moderate,5,4
A01692,2025-07-15,12:10,Afternoon,Market Road,19.018188,72.99165,Clear,Dry,Residential Road,Daylight,Minor,2,1
A01693,2025-07-15,20:20,Evening,Ring Road,19.156628,72.890699,Rainy,Slippery,Urban Road,Dusk,Minor,2,1
A01694,2025-07-16,09:50,Morning,Market Road,18.920464,72.929104,Stormy,Wet,Urban Road,Daylight,Moderate,4,2
A01695,2025-07-16,03:40,Night,Airport Road,19.092076,73.016838,Foggy,Dry,Urban Road,Dark,Moderate,4,1
A01696,2025-07-17,05:30,Morning,Industrial Area,19.007213,72.805081,Clear,Dry,Urban Road,Dark,Minor,4,1
A01697,2025-07-18,06:50,Morning,Ring Road,19.052355,73.017255,Clear,Poor,Urban Road,Daylight,Minor,3,1
A01698,2025-07-18,04:40,Night,Main Highway,19.041865,72.774616,Cloudy,Dry,Highway,Dark,Severe,3,4
A01699,2025-07-19,10:50,Morning,Ring Road,18.924172,72.919158,Clear,Dry,Urban Road,Daylight,Minor,1,0
A01700,2025-07-19,12:20,Afternoon,Junction Road,19.086658,73.009725,Clear,Dry,Urban Road,Daylight,Severe,3,1
A01701,2025-07-20,18:30,Evening,Industrial Area,19.297852,72.817393,Cloudy,Dry,Residential Road,Dusk,Moderate,1,2
A01702,2025-07-20,22:40,Night,Bridge Road,19.019574,73.01982,Cloudy,Dry,Highway,Dark,Moderate,2,2
A01703,2025-07-21,09:00,Morning,Residential Area,19.194458,72.808384,Stormy,Slippery,Expressway,Daylight,Minor,2,1
A01704,2025-07-21,09:30,Morning,Expressway,19.119115,73.029734,Clear,Dry,Residential Road,Daylight,Minor,2,1
A01705,2025-07-22,10:00,Morning,Main Highway,19.03009,72.914127,Clear,Dry,Residential Road,Daylight,Severe,1,3
A01706,2025-07-22,20:50,Evening,Main Highway,18.935843,72.989623,Clear,Poor,Residential Road,Dusk,Minor,3,2
A01707,2025-07-23,06:10,Morning,Airport Road,18.986343,73.071092,Foggy,Dry,Urban Road,Daylight,Minor,4,4
A01708,2025-07-24,17:30,Evening,Bridge Road,19.212741,72.892948,Rainy,Slippery,Urban Road,Daylight,Moderate,3,3
A01709,2025-07-24,03:50,Night,Main Highway,19.011608,72.831535,Rainy,Wet,Intersection,Dark,Minor,2,1
A01710,2025-07-25,01:00,Night,City Center,18.957721,73.053507,Foggy,Dry,Expressway,Dark,Moderate,5,1
A01711,2025-07-25,13:20,Afternoon,Market Road,19.032519,72.806566,Cloudy,Dry,Intersection,Daylight,Severe,2,2
A01712,2025-07-26,12:20,Afternoon,College Road,19.133617,72.971017,Cloudy,Dry,Expressway,Daylight,Moderate,3,1
A01713,2025-07-26,11:10,Morning,City Center,19.181385,73.073139,Clear,Dry,Highway,Daylight,Severe,2,0
A01714,2025-07-27,06:30,Morning,Residential Area,19.054946,72.986039,Cloudy,Dry,Highway,Daylight,Severe,2,2
A01715,2025-07-27,01:30,Night,Ring Road,19.099259,72.818488,Cloudy,Dry,Residential Road,Dark,Minor,3,1
A01716,2025-07-28,12:30,Afternoon,Junction Road,19.081967,72.803299,Cloudy,Wet,Urban Road,Daylight,Minor,3,3
A01717,2025-07-28,13:50,Afternoon,Junction Road,18.903601,72.838307,Foggy,Dry,Urban Road,Daylight,Moderate,1,0
A01718,2025-07-29,16:10,Afternoon,Bridge Road,19.05824,72.886992,Stormy,Dry,Expressway,Daylight,Moderate,2,1
A01719,2025-07-30,08:30,Morning,Station Road,19.134928,72.805706,Rainy,Wet,Urban Road,Daylight,Minor,2,0
A01720,2025-07-30,16:50,Afternoon,Junction Road,19.127978,73.029235,Rainy,Wet,Urban Road,Daylight,Fatal,2,1
A01721,2025-07-31,07:20,Morning,Station Road,19.199907,72.874962,Rainy,Slippery,Expressway,Daylight,Moderate,3,2
A01722,2025-07-31,01:00,Night,Expressway,19.16815,73.07763,Clear,Dry,Expressway,Dark,Minor,2,0
A01723,2025-08-01,23:50,Night,City Center,19.010723,73.044872,Clear,Poor,Urban Road,Dark,Moderate,2,1
A01724,2025-08-01,12:20,Afternoon,Main Highway,19.002257,73.068086,Rainy,Slippery,Expressway,Daylight,Minor,2,1
A01725,2025-08-02,02:20,Night,Ring Road,19.085657,72.853072,Rainy,Wet,Intersection,Dark,Severe,2,2
A01726,2025-08-02,15:00,Afternoon,Bridge Road,19.193188,72.950806,Clear,Dry,Urban Road,Daylight,Moderate,2,0
A01727,2025-08-03,05:20,Morning,Junction Road,18.937531,72.862507,Foggy,Dry,Highway,Dark,Minor,3,2
A01728,2025-08-04,18:10,Evening,Industrial Area,19.279331,72.839932,Clear,Dry,Highway,Dusk,Minor,2,1
A01729,2025-08-04,06:00,Morning,Ring Road,19.117261,72.96248,Clear,Dry,Urban Road,Daylight,Severe,2,3
A01730,2025-08-05,09:20,Morning,Expressway,19.022563,73.036298,Rainy,Wet,Urban Road,Daylight,Moderate,2,0
A01731,2025-08-05,08:40,Morning,Junction Road,19.177356,72.782759,Clear,Dry,Intersection,Daylight,Fatal,2,2
A01732,2025-08-06,01:50,Night,Expressway,18.91789,72.846519,Clear,Dry,Expressway,Dark,Minor,2,1
A01733,2025-08-06,14:20,Afternoon,College Road,19.093759,72.821797,Clear,Dry,Expressway,Daylight,Minor,2,1
A01734,2025-08-07,04:10,Night,Junction Road,19.094388,73.029423,Rainy,Wet,Intersection,Dark,Minor,2,0
A01735,2025-08-07,21:30,Night,Airport Road,18.96479,73.07668,Clear,Wet,Intersection,Dark,Moderate,1,0
A01736,2025-08-08,03:20,Night,Bridge Road,19.234955,72.77798,Cloudy,Dry,Urban Road,Dark,Minor,4,3
A01737,2025-08-08,19:30,Evening,Ring Road,19.218725,72.882725,Cloudy,Dry,Highway,Dusk,Minor,3,0
A01738,2025-08-09,03:40,Night,Bridge Road,18.961093,73.070078,Clear,Wet,Expressway,Dark,Moderate,3,2
A01739,2025-08-10,17:20,Evening,Industrial Area,19.045531,72.870623,Stormy,Wet,Urban Road,Daylight,Moderate,2,0
A01740,2025-08-10,03:00,Night,Main Highway,18.940172,72.999432,Clear,Wet,Urban Road,Dark,Minor,3,2
A01741,2025-08-11,16:30,Afternoon,Residential Area,19.239444,72.785233,Stormy,Wet,Residential Road,Daylight,Moderate,4,3
A01742,2025-08-11,11:40,Morning,Airport Road,19.029328,72.905536,Cloudy,Dry,Intersection,Daylight,Moderate,3,1
A01743,2025-08-12,21:00,Night,Airport Road,19.075727,72.926155,Stormy,Wet,Urban Road,Dark,Minor,2,0
A01744,2025-08-12,16:00,Afternoon,Junction Road,19.029549,73.015182,Clear,Dry,Expressway,Daylight,Minor,2,0
A01745,2025-08-13,09:00,Morning,Main Highway,19.02401,72.851089,Cloudy,Dry,Urban Road,Daylight,Minor,2,0
